,STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE_PERIOD,REGION,GOODS_SERVICES_TYPE,FREQ,TIME_PERIOD,OBS_VALUE,UNITS_OF_MEASURE,SCALE,DECIMALS_DISPLAYED,OBS_FLAG,DSS_CODE,UPDATED,NEXT_UPDATE,NOTES_DS,NOTES_TS,NOTES_OBS,TERRITORIAL_COVERAGE,FREQUENCIES,DSS_TYPE,DYNAMICS,MAIN_INDICATORS
159,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M04,100,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
160,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M05,100.1,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
161,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M06,100,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
162,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M07,99.9,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
163,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M08,99.3,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
164,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M09,100,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
165,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M10,100.4,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
166,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M11,100.2,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
167,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2013-M12,100.5,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
168,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M01,100.2,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
169,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M02,100.6,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
170,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M03,102.2,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
171,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M04,103.3,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
172,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M05,103.8,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
173,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M06,101,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
174,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M07,100.4,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
175,dataflow,SSSU:DF_PRICE_CHANGE_CONSUMER_GOODS_SERVICE(27.0.0),R,INDEX_CONSUMPRICE,PREV_MONTH,UA00000000000000000,0,M,2014-M08,100.8,1010,0,1,,2.06.01.01,13.03.2026,09.04.2026,"1. Note: calculations were made in accordance with the Methodological provisions of the state statistical monitoring ""Changes in prices (tariffs) for consumer goods (services)"", approved by the order of the State Statistics Service of Ukraine № 310 of December 16, 2021, with changes (posted on the official website of the State Statistics Service of Ukraine (www.stat.gov.ua) in the section ""Indicators descriptions""/""Changes in prices (tariffs) for consumer goods (services)""/""Methodology""). 2. Warning: the presented average prices are the primary base for compilation of consumer price indices and in line with the observation aim are not intended for other targets, in particular, for estimating the bid proposals and identifying the winners during bidding in accordance with the procedures established by Ukraine’s law on public procurement.","1. From year 1991. 2. Consumer price indices to the corresponding period of the previous year are calculated for the reporting period of the current year until the corresponding period of the previous year (January, January-February, …, January-November, January-December). 3. Data for 2014 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol. 4. Data for 2015-2021 exclude the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions. 5. Beginning from 2022 data exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted. 6. Calculations of consumer price indices are carried out in accordance with the Classification of Individual Consumption by Purpose (COICOP). 7. Data calculated and published earlier is not reviewed.",,"Ukraine, regions",monthly,discontinuous selective,information is available since 1991,consumer price indices; core inflation; average consumer prices for goods (services)
